3,17,6,13,0,0,0,5,0,19,0,0,0,0,8,24,0,11,0,0,0,2,0,0,15
0,0,25,0,0,0,2,0,0,0,1,0,5,0,0,14,0,0,9,0,12,8,0,0,19
4,0,0,0,0,13,0,0,15,1,9,0,0,6,0,0,23,5,0,3,20,0,0,24,0
0,11,0,8,0,20,0,0,0,16,0,0,0,19,10,0,0,0,0,0,9,18,0,4,13
1,2,0,0,5,4,0,0,22,17,24,15,7,12,16,20,0,13,0,0,0,0,0,6,3
0,15,0,18,0,12,5,25,0,0,0,0,0,21,24,3,0,0,14,20,0,0,1,22,2
8,0,0,4,9,22,0,14,24,0,25,0,0,5,2,0,0,7,0,19,0,20,23,0,0
0,0,0,22,0,0,0,0,0,8,13,0,14,7,0,11,12,25,4,0,0,0,0,9,0
0,6,10,0,16,0,4,0,2,0,18,0,0,0,0,0,0,0,24,0,0,0,8,19,0
11,0,0,0,3,21,20,0,7,13,0,0,0,1,12,6,8,0,23,5,17,0,0,0,25
0,0,19,24,10,17,0,8,3,0,23,0,0,11,6,0,0,0,7,0,0,0,13,14,4
0,4,8,0,0,0,0,0,0,0,3,0,0,13,0,0,17,0,10,0,16,0,19,0,0
17,0,0,0,12,2,0,18,6,0,19,0,8,0,14,0,16,23,0,21,24,0,0,0,11
0,0,5,0,13,0,9,0,10,0,0,4,0,0,18,0,0,0,0,0,0,0,6,25,0
22,3,16,0,0,0,19,0,0,0,10,24,0,0,7,0,6,18,0,4,21,9,12,0,0
6,0,0,0,15,9,25,0,16,12,17,7,0,0,0,22,20,0,8,23,5,0,0,0,18
0,7,12,0,0,0,11,0,0,0,0,0,0,0,3,0,19,0,18,0,8,0,22,1,0
0,23,0,0,0,0,17,2,13,20,0,25,15,0,21,1,0,0,0,0,0,6,0,0,0
0,0,13,17,0,1,0,22,0,0,12,2,0,0,5,0,3,14,0,11,15,10,0,0,23
25,16,21,0,0,3,10,0,0,7,22,18,0,0,0,0,0,6,12,13,0,17,0,20,0
21,13,0,0,0,0,0,4,0,2,11,16,10,18,22,7,25,0,0,8,3,0,0,5,14
23,14,0,15,6,0,0,0,0,0,5,1,0,0,0,10,0,0,0,12,0,25,0,13,0
0,12,0,0,8,10,0,9,1,0,0,6,0,0,19,17,18,0,0,24,0,0,0,0,20
10,0,0,9,25,0,14,0,0,3,0,0,21,0,13,0,0,0,5,0,0,0,18,0,0
24,0,0,19,0,0,0,13,0,25,7,0,0,0,0,23,0,3,0,0,0,11,10,17,1
