0,0,36,0,9,0,0,4,0,6,0,0,0,30,0,31,3,15,18,0,17,0,0,0,0,1,12,0,0,0,0,0,0,7,0,28
33,5,0,0,0,17,20,21,0,0,26,0,0,4,34,0,0,32,31,36,0,22,3,30,0,0,28,16,23,0,0,27,9,0,8,15
27,0,0,12,0,6,15,0,24,33,0,35,0,14,1,0,29,0,9,0,0,21,0,0,0,32,30,7,10,13,19,0,17,26,0,0
0,19,24,0,21,0,14,0,27,0,12,0,6,0,0,18,7,23,0,35,5,1,0,0,15,9,36,31,0,0,0,2,4,30,0,0
0,13,30,25,26,34,0,31,3,29,7,22,0,0,0,10,5,0,12,14,0,0,24,15,0,0,19,6,0,0,0,11,36,0,16,0
8,0,18,22,0,1,0,0,0,0,0,16,36,0,0,11,25,19,0,0,7,4,26,13,0,0,21,2,0,5,0,0,35,0,6,10
0,0,29,0,0,0,0,7,0,25,24,0,17,0,0,0,0,0,27,8,0,31,0,23,16,2,0,30,0,0,0,0,33,15,3,0
19,20,23,0,0,27,0,0,22,32,18,29,4,0,35,28,0,0,0,1,0,0,0,0,24,0,0,17,0,0,0,36,26,0,0,25
0,0,0,11,0,4,0,0,5,0,0,0,0,27,0,29,19,0,24,0,0,16,25,22,10,0,0,23,36,1,0,17,2,35,28,8
17,9,14,0,0,0,0,6,0,31,2,4,0,0,0,0,8,0,0,0,18,0,0,32,0,0,20,0,15,22,0,5,0,27,0,19
6,16,31,0,0,7,27,0,0,0,0,19,0,11,26,5,0,0,36,0,0,0,0,0,0,12,0,4,9,0,10,21,1,0,18,0
2,0,22,36,0,0,0,0,0,17,0,0,32,0,12,20,0,25,5,0,15,0,11,0,13,27,0,0,0,0,0,0,0,6,7,34
0,0,0,20,27,0,0,25,4,0,31,28,0,0,0,26,0,33,0,21,0,0,0,0,35,0,3,0,0,0,12,22,23,0,0,16
0,10,21,0,11,15,0,30,36,0,0,13,27,35,0,17,0,0,0,0,0,0,16,8,33,5,0,22,1,29,0,9,14,0,0,18
12,0,0,0,16,0,24,8,0,0,21,5,22,0,36,34,4,30,0,0,0,17,10,0,0,18,13,0,0,0,7,25,0,0,0,0
0,6,0,17,8,0,0,0,35,0,0,34,29,0,0,0,0,20,0,24,0,0,0,0,7,0,2,0,28,0,4,19,11,3,0,30
0,0,19,33,24,29,0,2,0,0,6,23,11,7,15,0,0,0,20,12,0,9,34,25,21,31,27,26,0,0,0,10,13,1,35,0
0,0,3,13,0,0,11,32,0,22,16,0,0,0,25,0,0,31,0,18,30,35,23,0,36,0,10,12,0,0,8,0,0,0,0,0
0,0,0,0,0,12,0,0,21,27,0,20,0,32,13,6,11,0,29,0,0,5,0,0,0,33,24,0,18,14,0,0,30,2,0,0
0,8,26,9,5,0,0,0,34,3,29,7,33,12,28,0,20,21,0,0,0,2,32,10,22,15,0,0,19,0,27,1,25,24,0,0
21,0,34,31,20,14,0,17,0,15,0,32,0,0,0,0,27,0,19,0,0,0,0,36,12,0,0,5,0,0,0,33,28,0,26,0
0,0,0,0,35,36,0,0,0,10,25,0,0,19,7,0,0,0,21,16,20,8,0,27,30,26,0,0,29,11,0,6,0,0,0,22
16,0,0,19,6,0,35,36,2,0,8,33,31,9,0,0,0,0,0,0,12,0,15,26,27,0,0,13,4,0,34,29,0,5,21,0
30,0,0,28,7,33,0,0,0,4,0,18,0,0,0,0,14,0,3,0,31,0,0,0,32,10,0,21,20,0,0,8,19,0,0,0
24,11,6,0,0,0,0,0,0,0,22,3,0,5,0,12,0,34,17,0,21,28,0,20,0,0,4,0,0,0,0,0,32,16,0,26
0,30,0,26,4,2,0,35,12,0,32,0,0,0,0,0,0,18,0,0,1,7,22,0,5,0,0,0,0,28,9,0,0,36,20,27
23,0,20,0,31,0,30,15,0,16,0,0,35,0,0,9,0,0,0,5,0,0,0,0,19,7,11,0,2,0,0,0,0,4,22,29
36,7,13,15,10,0,2,34,11,0,0,6,1,21,24,0,0,16,0,29,3,0,4,0,0,0,0,9,0,0,33,0,5,0,0,0
1,0,0,27,17,0,0,0,25,0,0,21,0,0,0,0,2,0,0,0,26,32,0,18,31,36,16,10,0,0,13,0,0,11,14,24
0,12,5,32,0,0,0,0,8,0,33,24,15,0,14,0,28,7,0,0,0,0,0,11,0,21,26,0,13,0,0,0,0,18,0,0
34,2,0,29,0,0,26,0,6,24,0,0,14,25,17,8,0,0,13,15,19,0,0,35,4,0,0,0,0,0,1,0,18,22,0,31
0,4,0,6,12,0,0,0,10,35,0,0,20,22,0,0,24,11,0,7,16,0,0,0,34,28,23,33,31,0,29,32,8,21,15,0
0,0,8,23,1,0,0,0,15,36,30,31,0,0,27,2,34,0,10,32,4,0,0,21,0,25,0,3,0,9,0,14,0,28,11,0
0,0,35,30,0,16,28,22,20,14,5,0,0,0,19,0,0,9,0,23,0,26,31,0,1,0,15,18,0,8,6,0,24,0,0,17
20,21,0,5,22,0,0,23,32,11,0,0,7,16,31,0,36,29,2,0,0,27,17,0,0,13,0,0,12,6,26,0,0,0,10,9
26,0,17,0,0,0,0,0,0,34,27,0,0,0,0,13,0,1,28,25,22,0,30,0,0,0,29,0,7,0,0,16,0,19,0,0
