14,3,20,4,6,7,1,12,11,5,18,2,15,19,22,21,8,23,24,10,17,9,13,16,25
16,13,10,23,15,24,19,8,9,25,4,12,3,11,6,7,1,14,17,2,18,21,20,22,5
7,17,11,24,2,3,22,20,6,21,10,1,8,9,13,16,18,4,5,25,14,23,19,15,12
1,21,12,22,5,17,13,4,23,18,25,20,24,16,14,15,19,9,3,11,6,7,2,8,10
19,25,9,8,18,10,2,14,16,15,7,17,5,21,23,6,20,13,12,22,4,24,3,11,1
21,15,5,16,17,23,11,6,18,14,12,8,19,22,3,25,24,20,2,4,13,1,10,7,9
6,18,3,10,25,2,4,13,1,8,14,16,7,23,11,9,21,19,22,5,15,17,24,12,20
22,1,2,7,12,25,20,21,10,3,13,6,4,24,9,11,16,17,15,18,5,19,8,23,14
20,23,8,9,14,16,24,15,22,19,17,5,18,2,10,12,13,6,1,7,25,4,11,21,3
4,19,24,13,11,9,12,17,5,7,20,25,1,15,21,10,23,8,14,3,22,18,6,2,16
18,11,19,20,1,21,25,24,4,13,3,22,14,5,12,23,17,16,10,8,9,15,7,6,2
13,10,23,2,3,5,9,1,17,6,19,15,25,18,20,14,7,22,11,12,8,16,21,4,24
8,16,25,12,21,20,15,18,7,23,6,13,9,1,2,4,3,5,19,24,11,10,22,14,17
17,4,14,5,24,22,8,19,3,10,23,21,11,7,16,1,15,2,9,6,12,13,25,20,18
9,7,15,6,22,12,16,11,14,2,8,10,17,4,24,13,25,21,18,20,3,5,23,1,19
5,9,22,3,8,6,14,16,25,4,15,19,21,12,1,18,10,7,23,13,2,20,17,24,11
11,14,16,19,4,15,23,10,12,24,2,3,22,20,17,5,6,25,21,9,7,8,1,18,13
25,12,7,18,20,13,5,2,8,22,24,9,6,10,4,17,11,3,16,1,21,14,15,19,23
10,24,6,1,23,18,17,9,21,20,5,11,13,14,7,19,2,12,8,15,16,25,4,3,22
15,2,17,21,13,1,7,3,19,11,16,18,23,8,25,20,22,24,4,14,10,12,9,5,6
24,22,21,14,10,11,3,7,2,1,9,4,16,17,19,8,5,18,25,23,20,6,12,13,15
12,6,13,25,16,8,21,5,15,17,1,24,20,3,18,2,9,11,7,19,23,22,14,10,4
2,8,18,17,19,14,6,23,20,12,22,7,10,25,15,3,4,1,13,16,24,11,5,9,21
23,5,1,11,9,4,10,22,13,16,21,14,2,6,8,24,12,15,20,17,19,3,18,25,7
3,20,4,15,7,19,18,25,24,9,11,23,12,13,5,22,14,10,6,21,1,2,16,17,8
